<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ROSN,D,17/10/07,000000,216.9000000,221.2000000,215.9100000,221.0000000,12963119
ROSN,D,18/10/07,000000,221.2100000,221.6300000,216.2600000,217.0000000,11509688
ROSN,D,19/10/07,000000,217.0000000,218.4400000,215.4000000,215.7000000,5870348
ROSN,D,22/10/07,000000,212.8000000,212.9900000,209.3000000,210.4000000,9724423
ROSN,D,23/10/07,000000,211.4500000,212.4000000,210.8000000,211.7800000,5501006
ROSN,D,24/10/07,000000,211.7800000,212.8900000,210.2300000,211.8000000,4310167
ROSN,D,25/10/07,000000,212.5900000,215.8500000,212.0000000,213.9100000,11010540
ROSN,D,26/10/07,000000,215.1000000,218.8800000,214.5800000,218.5900000,10850365
ROSN,D,29/10/07,000000,220.1500000,221.9500000,219.2100000,219.5000000,10833207
ROSN,D,30/10/07,000000,219.2200000,219.4100000,216.7200000,217.2300000,7502191
ROSN,D,31/10/07,000000,215.9900000,218.0000000,214.8500000,217.0900000,11431709
ROSN,D,01/11/07,000000,218.2500000,221.6000000,213.5000000,215.6700000,18686225
ROSN,D,02/11/07,000000,214.0000000,216.1900000,213.0000000,215.2000000,16278062
ROSN,D,06/11/07,000000,216.5100000,224.7000000,215.3000000,223.8600000,20916136
ROSN,D,07/11/07,000000,226.0000000,229.9000000,224.2000000,225.0000000,28786317
ROSN,D,08/11/07,000000,221.7800000,228.8000000,221.2000000,226.2000000,19737851
ROSN,D,09/11/07,000000,226.1500000,227.6600000,220.5100000,221.0600000,11530435
ROSN,D,12/11/07,000000,220.2500000,223.1800000,218.6500000,220.6000000,10488443
ROSN,D,13/11/07,000000,220.0000000,220.4500000,215.7800000,216.5000000,9657442
ROSN,D,14/11/07,000000,218.2000000,224.2000000,216.3000000,223.5000000,15948156
ROSN,D,15/11/07,000000,222.8800000,225.4300000,219.9500000,220.7000000,14432265
ROSN,D,16/11/07,000000,219.8700000,221.8500000,216.1800000,219.0000000,11448255
ROSN,D,19/11/07,000000,219.2000000,220.6900000,214.1000000,214.7500000,9369568
ROSN,D,20/11/07,000000,214.7600000,216.9500000,211.6200000,215.3600000,12305896
ROSN,D,21/11/07,000000,215.2500000,215.4500000,210.2700000,211.2500000,7878137
ROSN,D,22/11/07,000000,211.9900000,212.8000000,207.5600000,210.3300000,9920882
ROSN,D,23/11/07,000000,210.4100000,213.7000000,209.1200000,211.6500000,7245736
ROSN,D,26/11/07,000000,213.7800000,215.6500000,211.7500000,214.1600000,12233543
ROSN,D,27/11/07,000000,212.4800000,214.7900000,209.8200000,210.5600000,7561513
ROSN,D,28/11/07,000000,210.4900000,212.7000000,208.5000000,212.3000000,9870193
ROSN,D,29/11/07,000000,213.9000000,216.7700000,212.8200000,215.9900000,16369309
ROSN,D,30/11/07,000000,216.6000000,222.2200000,216.4400000,221.0700000,18158546
ROSN,D,03/12/07,000000,221.4100000,221.9000000,218.0100000,218.3000000,6275942
ROSN,D,04/12/07,000000,218.9900000,221.6900000,218.3200000,219.2500000,7535299
ROSN,D,05/12/07,000000,218.9900000,227.2400000,218.2000000,226.8000000,16083865
ROSN,D,06/12/07,000000,227.0000000,228.3400000,224.1100000,226.3500000,12326941
ROSN,D,07/12/07,000000,228.0000000,230.9800000,226.3500000,230.6000000,9747237
ROSN,D,10/12/07,000000,229.6800000,234.9000000,228.6200000,234.5000000,16344487
ROSN,D,11/12/07,000000,237.0000000,237.5000000,231.7600000,234.0000000,18605281
ROSN,D,12/12/07,000000,231.0000000,239.1000000,230.2400000,239.0000000,13359015
ROSN,D,13/12/07,000000,237.5500000,238.4000000,233.1500000,235.9000000,12655004
ROSN,D,14/12/07,000000,235.5000000,237.5000000,227.1200000,229.2000000,17186859
ROSN,D,17/12/07,000000,227.3000000,228.3800000,224.7000000,225.6000000,11029783
ROSN,D,18/12/07,000000,225.0000000,226.9000000,223.7000000,226.0000000,11952656
ROSN,D,19/12/07,000000,226.0000000,229.4400000,223.5000000,224.3900000,9560268
ROSN,D,20/12/07,000000,225.2500000,230.7000000,225.2500000,229.9800000,8891188
ROSN,D,21/12/07,000000,231.1000000,233.0000000,228.6100000,232.2200000,10283791
ROSN,D,24/12/07,000000,234.0000000,236.4900000,232.7800000,234.9900000,8920340
ROSN,D,25/12/07,000000,235.5000000,235.9600000,230.5500000,231.4900000,4987869
ROSN,D,26/12/07,000000,231.9800000,231.9800000,227.6100000,228.0200000,4652900
ROSN,D,27/12/07,000000,229.2000000,234.4000000,226.0200000,231.3200000,11554852
ROSN,D,28/12/07,000000,230.0000000,233.2500000,229.8000000,231.7000000,5750319
ROSN,D,09/01/08,000000,231.9900000,236.1000000,227.0200000,227.7400000,7557351
ROSN,D,10/01/08,000000,228.7700000,231.3000000,228.1200000,230.6000000,8614219
ROSN,D,11/01/08,000000,225.9900000,226.5000000,222.3800000,223.3800000,18890889
ROSN,D,14/01/08,000000,222.9500000,226.1000000,222.5300000,224.0000000,11186341
ROSN,D,15/01/08,000000,224.8500000,225.0600000,220.7000000,221.9800000,12057344
ROSN,D,16/01/08,000000,220.3000000,220.3000000,210.0200000,212.9900000,18064037
ROSN,D,17/01/08,000000,214.1900000,214.5000000,206.1200000,209.2500000,26554580
ROSN,D,18/01/08,000000,207.1100000,209.5000000,204.1500000,206.2000000,13811359
ROSN,D,21/01/08,000000,203.0000000,203.1500000,193.0000000,194.7000000,20576861
ROSN,D,22/01/08,000000,185.5000000,200.0000000,174.0000000,188.0100000,28945808
ROSN,D,23/01/08,000000,191.9000000,196.0000000,175.3000000,175.6800000,17890658
ROSN,D,24/01/08,000000,184.4600000,187.4900000,182.1100000,186.5000000,16041707
