<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
LKOH,D,18/09/07,000000,1910.0000000,1937.0000000,1906.1700000,1934.9900000,2294828
LKOH,D,19/09/07,000000,1983.0000000,2017.0000000,1977.8000000,2015.5000000,3765156
LKOH,D,20/09/07,000000,2010.0000000,2021.0000000,1988.8000000,2010.1100000,3294313
LKOH,D,21/09/07,000000,2007.0000000,2024.9800000,2000.2700000,2021.0000000,2045883
LKOH,D,24/09/07,000000,2025.0000000,2040.6000000,2003.0400000,2028.5000000,2303375
LKOH,D,25/09/07,000000,2020.1100000,2026.0000000,1990.0000000,1996.0100000,2846364
LKOH,D,26/09/07,000000,2008.0000000,2037.9600000,2006.8800000,2036.0000000,2143619
LKOH,D,27/09/07,000000,2045.9000000,2067.0000000,2041.3400000,2063.1100000,3176263
LKOH,D,28/09/07,000000,2071.1500000,2084.0000000,2060.0000000,2081.8000000,2528565
LKOH,D,01/10/07,000000,2066.1100000,2070.0100000,2022.1100000,2034.0000000,2508052
LKOH,D,02/10/07,000000,2068.8000000,2114.1100000,2065.1600000,2112.0000000,4549641
LKOH,D,03/10/07,000000,2105.0000000,2128.0000000,2078.3000000,2095.0000000,4319454
LKOH,D,04/10/07,000000,2085.0100000,2114.9500000,2077.8200000,2105.0300000,2639382
LKOH,D,05/10/07,000000,2120.5200000,2175.3000000,2120.5200000,2173.0400000,4173861
LKOH,D,08/10/07,000000,2180.0000000,2196.0000000,2144.2800000,2176.7000000,4158548
LKOH,D,09/10/07,000000,2163.0000000,2188.0100000,2155.0000000,2187.0000000,2707426
LKOH,D,10/10/07,000000,2194.0000000,2207.7700000,2167.0000000,2175.0000000,2945179
LKOH,D,11/10/07,000000,2187.0000000,2222.2200000,2182.6100000,2219.6000000,3581182
LKOH,D,12/10/07,000000,2199.9000000,2205.0000000,2181.2000000,2201.3200000,1815598
LKOH,D,15/10/07,000000,2211.0100000,2221.9000000,2205.2700000,2211.7500000,1673049
LKOH,D,16/10/07,000000,2205.0400000,2232.0000000,2197.6000000,2211.5000000,2919564
LKOH,D,17/10/07,000000,2197.8000000,2216.0000000,2190.0100000,2210.0000000,2370751
LKOH,D,18/10/07,000000,2210.0000000,2212.0000000,2133.0000000,2140.5100000,5708967
LKOH,D,19/10/07,000000,2137.0000000,2161.9300000,2123.0000000,2132.0000000,2093301
LKOH,D,22/10/07,000000,2086.4800000,2098.0000000,2061.1100000,2076.9900000,3031188
LKOH,D,23/10/07,000000,2086.0000000,2103.5500000,2083.5200000,2094.0000000,1609690
LKOH,D,24/10/07,000000,2089.3000000,2093.5000000,2064.2500000,2084.1000000,1751948
LKOH,D,25/10/07,000000,2099.9500000,2129.5000000,2093.2000000,2107.5000000,2340214
LKOH,D,26/10/07,000000,2123.3100000,2175.0000000,2123.0000000,2174.0000000,3337334
LKOH,D,29/10/07,000000,2200.0000000,2248.8500000,2198.0000000,2232.0000000,3817012
LKOH,D,30/10/07,000000,2220.0000000,2221.5000000,2192.1100000,2213.4000000,2852042
LKOH,D,31/10/07,000000,2194.0000000,2240.0000000,2190.0000000,2237.0100000,2726385
LKOH,D,01/11/07,000000,2265.0000000,2296.0000000,2198.0000000,2230.0000000,6383420
LKOH,D,02/11/07,000000,2204.0000000,2264.9700000,2204.0000000,2255.0000000,4039801
LKOH,D,06/11/07,000000,2256.0000000,2331.0000000,2255.0100000,2331.0000000,3662953
LKOH,D,07/11/07,000000,2347.0000000,2355.8000000,2293.0000000,2308.0000000,4810790
LKOH,D,08/11/07,000000,2276.3100000,2319.8000000,2262.0100000,2303.1100000,4136102
LKOH,D,09/11/07,000000,2294.3900000,2317.4000000,2234.0000000,2239.0000000,3540841
LKOH,D,12/11/07,000000,2220.0000000,2248.7500000,2200.1000000,2209.7000000,3042920
LKOH,D,13/11/07,000000,2199.0000000,2203.7600000,2161.5600000,2179.0000000,3960054
LKOH,D,14/11/07,000000,2201.4500000,2202.0000000,2157.0000000,2187.0000000,2511876
LKOH,D,15/11/07,000000,2178.0000000,2184.7000000,2161.1100000,2165.0000000,1842170
LKOH,D,16/11/07,000000,2155.0000000,2168.0000000,2103.1700000,2116.5000000,3169824
LKOH,D,19/11/07,000000,2127.7400000,2138.5000000,2082.0000000,2085.0000000,2647046
LKOH,D,20/11/07,000000,2095.0000000,2121.0000000,2056.0200000,2116.5000000,3411465
LKOH,D,21/11/07,000000,2111.8000000,2129.2000000,2059.0000000,2069.4900000,3444648
LKOH,D,22/11/07,000000,2059.1300000,2083.9000000,2037.6000000,2071.8900000,3033473
LKOH,D,23/11/07,000000,2068.7500000,2086.9000000,2052.7000000,2075.0100000,1868280
LKOH,D,26/11/07,000000,2106.0000000,2129.9400000,2099.0200000,2127.0000000,3081737
LKOH,D,27/11/07,000000,2115.0000000,2137.6900000,2085.2000000,2086.0000000,3002609
LKOH,D,28/11/07,000000,2088.0000000,2105.4000000,2053.0000000,2102.9900000,2844182
LKOH,D,29/11/07,000000,2125.0000000,2125.0000000,2091.0000000,2093.0000000,2655365
